yelp_id,yelp_url,text,rating,time_created,alias,name,image_url,is_closed,review_count,categories,transactions,price,phone,display_phone,address1,address2,address3,city,zip_code,country,state,display_address,cross_streets,is_claimed,photos,monday_open_hours,tuesday_open_hours,wednesday_open_hours,thursday_open_hours,friday_open_hours,saturday_open_hours
r4SazXX-ISikdRYWbH-HAg,https://www.yelp.com/biz/hudson-and-co-jersey-city?adjust_creative=oXRz7HWebFp6YdQ0YT3PMQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=oXRz7HWebFp6YdQ0YT3PMQ,"Great dinner with great views! Service was prompt and friendly.

The bar area is pretty spacious if you happen to get there earlier than the rest of the...",4,11/21/2021 9:03,hudson-and-co-jersey-city,Hudson & Co,https://s3-media2.fl.yelpcdn.com/bphoto/y9xdVdAw-hn22JHcIT0IQQ/o.jpg,FALSE,530,gastropubs;newamerican;cocktailbars,pickup;delivery,$$$,12016857330,(201) 685-7330,3 2nd St,,,Jersey City,7302,US,NJ,"3 2nd St, Jersey City, NJ 07302",,TRUE,"['https://s3-media2.fl.yelpcdn.com/bphoto/y9xdVdAw-hn22JHcIT0IQQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/MrXy3Y3KssIlG9VPfx2mQw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/3QbwBO06Vdl49T2uZuH-XA/o.jpg']",1200-0000,1200-0000,1200-0000,1200-0100,1200-0200,1200-0200
